Pass Index,Pass Time,Pass Distance,Ground Made Up,# Defenders Passed,Passer,Transition Index,Transition Trigger,Outcome,OutcomeMSG,OutcomeMSGaction,Team Id,Game Id
132,5.28,"(-0.58, -5.71, 5.74)",[-1.06 -0.71 -0.56 -0.66 -0.78],0.0,Marcus Smart,61,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,92c66e98-cc70-41d8-863a-86946ddf8ffe
193,7.72,"(0.11, -1.37, 1.37)",[0.38 0.22 0.02 0.82 0.11],0.0,Al Horford,61,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,92c66e98-cc70-41d8-863a-86946ddf8ffe
133,5.32,"(-5.45, -9.26, 10.74)",[-8.04 -5.13 -5.12 -5.99 -8.99],0.0,Marcus Smart,62,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,92c66e98-cc70-41d8-863a-86946ddf8ffe
185,7.4,"(5.54, 1.32, 5.7)",[4.49 4.78 5.38 5.38 5.39],2.0,Jayson Tatum,62,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,92c66e98-cc70-41d8-863a-86946ddf8ffe
23,0.92,"(-0.23, -0.36, 0.43)",[-0.86 -1.04 -0.98 -0.95 -1.25],0.0,Derrick White,63,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,92c66e98-cc70-41d8-863a-86946ddf8ffe
193,7.72,"(nan, nan, nan)",,,Jayson Tatum,63,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,92c66e98-cc70-41d8-863a-86946ddf8ffe
26,1.04,"(1.34, -0.21, 1.36)",[0.74 1.35 0.84 0.96 1.03],0.0,Grant Williams,64,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,92c66e98-cc70-41d8-863a-86946ddf8ffe
165,6.6,"(-4.29, 9.98, 10.86)",[-3.18 -4.95 -4.76 -4.06 -6.61],0.0,Marcus Smart,64,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,92c66e98-cc70-41d8-863a-86946ddf8ffe
34,1.36,"(9.56, 5.83, 11.2)",[7.42 6.19 7.92 5.56 6.69],0.0,Al Horford,65,REB,turnover,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,92c66e98-cc70-41d8-863a-86946ddf8ffe
31,1.24,"(3.01, -3.8, 4.85)",[2.26 2.2  0.5  2.52 1.71],1.0,Al Horford,66,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,92c66e98-cc70-41d8-863a-86946ddf8ffe
143,5.72,"(15.1, -8.5, 17.33)",[12.11 13.44 11.94 11.27 13.1 ],0.0,Grant Williams,66,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,92c66e98-cc70-41d8-863a-86946ddf8ffe
58,2.32,"(10.93, -11.8, 16.08)",[7.18 5.83 4.69 6.69 6.93],1.0,Al Horford,67,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,92c66e98-cc70-41d8-863a-86946ddf8ffe
32,1.28,"(5.71, 14.83, 15.89)",[3.99 2.41 0.03 2.6  1.22],0.0,Al Horford,68,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,92c66e98-cc70-41d8-863a-86946ddf8ffe
61,2.44,"(2.02, 0.2, 2.03)",[1.22 1.41 1.11 1.24 1.38],0.0,Jaylen Brown,68,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,92c66e98-cc70-41d8-863a-86946ddf8ffe
107,4.28,"(6.75, 6.08, 9.08)",[4.27 1.7  6.39 5.59 3.66],1.0,Jayson Tatum,69,REB,shot,6.0,2.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,92c66e98-cc70-41d8-863a-86946ddf8ffe
90,3.6,"(9.16, 12.58, 15.56)",[4.34 3.13 6.87 3.02 2.78],0.0,Jayson Tatum,71,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,92c66e98-cc70-41d8-863a-86946ddf8ffe
166,6.64,"(-3.59, -10.92, 11.49)",[-4.9  -3.76 -4.92 -5.23 -5.61],0.0,Marcus Smart,71,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,92c66e98-cc70-41d8-863a-86946ddf8ffe
1,0.04,"(0.0, 0.0, 0.0)",[0. 0. 0. 0. 0.],0.0,Al Horford,72,REB,foul,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,92c66e98-cc70-41d8-863a-86946ddf8ffe
37,1.48,"(18.17, 2.5, 18.34)",[20.38 13.04 12.83 14.16 13.23],1.0,Al Horford,72,REB,foul,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,92c66e98-cc70-41d8-863a-86946ddf8ffe
68,2.72,"(nan, nan, nan)",,,Al Horford,73,REB,stoppage,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,92c66e98-cc70-41d8-863a-86946ddf8ffe
43,1.72,"(14.24, -4.1, 14.82)",[ 9.18  8.67  9.58 13.41  8.65],2.0,Al Horford,1,TO,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
108,4.32,"(-4.08, 20.21, 20.62)",[-13.46  -9.14  -7.23 -13.11  -7.12],0.0,Marcus Smart,1,TO,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
60,2.4,"(30.72, 13.4, 33.52)",[20.48 23.33 15.34 16.69 22.46],2.0,Marcus Smart,2,TO,shot,1.0,76.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
125,5.0,"(2.97, -13.87, 14.18)",[ 1.87 -5.22 -0.09  1.4  -3.77],0.0,Jaylen Brown,2,TO,shot,1.0,76.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
53,2.12,"(17.44, 11.8, 21.06)",[ 5.95  7.88 11.37  5.9   7.12],1.0,Robert Williams III,3,TO,shot,2.0,41.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
10,0.4,"(-12.57, 16.11, 20.43)",[ -4.64  -4.8   -3.27 -14.56   6.29],0.0,Jayson Tatum,4,TO,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
65,2.6,"(-0.75, -0.97, 1.23)",[-0.31 -0.54 -0.47 -0.56 -0.77],0.0,Jaylen Brown,4,TO,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
81,3.24,"(5.92, -14.2, 15.38)",[5.67 6.62 6.34 6.61 2.27],1.0,Jayson Tatum,4,TO,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
8,0.32,"(-2.87, 4.51, 5.35)",[-2.08 -3.34 -4.85 -3.39 -2.  ],0.0,Jayson Tatum,6,TO,shot,2.0,41.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
26,1.04,"(3.28, -1.73, 3.71)",[3.23 2.5  1.46 2.46 3.58],2.0,Robert Williams III,6,TO,shot,2.0,41.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
94,3.76,"(1.47, 1.57, 2.15)",[ 0.84  0.08  0.22  1.38 -0.1 ],0.0,Al Horford,7,TO,shot,1.0,2.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
96,3.84,"(8.5, 8.91, 12.31)",[7.63 4.56 1.79 6.4  6.78],1.0,Robert Williams III,8,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
168,6.72,"(-0.9, -5.57, 5.64)",[-0.7  -1.77 -0.73 -0.81 -4.64],0.0,Al Horford,8,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
85,3.4,"(9.09, 6.07, 10.93)",[8.2  6.15 3.73 7.46 5.72],0.0,Al Horford,9,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
100,4.0,"(9.96, -9.51, 13.77)",[ 2.53  4.17  3.75 -1.07  5.34],0.0,Jayson Tatum,10,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
159,6.36,"(-1.52, 3.88, 4.17)",[-3.56 -2.15 -3.63 -4.82 -3.08],0.0,Marcus Smart,10,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
114,4.56,"(9.41, -4.3, 10.35)",[4.33 4.11 4.17 6.77 4.98],0.0,Jayson Tatum,11,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
74,2.96,"(6.38, -5.04, 8.13)",[3.84 2.49 3.09 3.46 2.92],0.0,Robert Williams III,12,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
126,5.04,"(8.39, -10.96, 13.8)",[8.27 5.32 6.65 1.48 2.57],0.0,Payton Pritchard,13,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
57,2.28,"(6.58, -6.4, 9.18)",[3.92 4.34 4.47 5.09 2.62],0.0,Jayson Tatum,14,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
77,3.08,"(16.01, 10.87, 19.35)",[ 8.98 11.62  6.78 12.87  8.44],0.0,Robert Williams III,15,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
135,5.4,"(28.57, 1.78, 28.63)",[19.56 21.87 21.17 24.03 22.08],4.0,Payton Pritchard,15,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
171,6.84,"(-13.31, -3.06, 13.66)",[-15.74 -14.13 -14.18 -13.78 -16.45],0.0,Grant Williams,15,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
197,7.88,"(nan, nan, nan)",,,Payton Pritchard,15,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
107,4.28,"(17.54, -13.65, 22.23)",[14.56 14.05  9.42  8.38 10.55],0.0,Al Horford,18,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
103,4.12,"(12.71, -3.34, 13.14)",[ 9.95 10.1  10.11  6.39  9.  ],1.0,Jaylen Brown,20,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
130,5.2,"(-3.71, 0.44, 3.74)",[-7.06 -5.16 -6.   -8.35 -7.13],0.0,Al Horford,20,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
96,3.84,"(1.02, 0.42, 1.1)",[0.21 0.14 0.35 0.74 0.06],0.0,Robert Williams III,22,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
119,4.76,"(13.12, -14.75, 19.74)",[ 6.46  5.32  8.28 11.34  6.97],0.0,Al Horford,22,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
106,4.24,"(11.83, -7.04, 13.77)",[9.43 7.08 6.46 7.5  5.85],0.0,Jayson Tatum,23,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
85,3.4,"(5.28, -5.24, 7.44)",[1.77 1.27 1.03 1.38 0.42],0.0,Robert Williams III,24,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
116,4.64,"(10.44, -4.28, 11.28)",[3.77 6.96 6.49 4.55 5.65],0.0,Al Horford,25,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
103,4.12,"(7.01, 6.03, 9.25)",[4.93 4.6  1.95 2.24 1.08],0.0,Jaylen Brown,26,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
90,3.6,"(8.88, -6.16, 10.81)",[6.   3.21 3.82 3.61 5.51],0.0,Robert Williams III,28,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
185,7.4,"(4.78, -2.86, 5.57)",[3.78 4.23 4.94 4.29 3.43],0.0,Marcus Smart,28,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
140,5.6,"(28.24, -5.29, 28.73)",[22.49 28.06 23.93 26.78 15.66],0.0,Marcus Smart,29,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
108,4.32,"(16.22, -13.86, 21.34)",[12.14  7.88 12.37 10.21  5.49],0.0,Jaylen Brown,30,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
113,4.52,"(15.17, 4.24, 15.75)",[11.81  7.97  7.3  13.97  7.98],0.0,Al Horford,31,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
152,6.08,"(17.8, 9.63, 20.24)",[10.22 14.45 17.17 25.11  9.46],0.0,Al Horford,32,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
108,4.32,"(6.8, -3.24, 7.53)",[3.85 3.22 4.04 4.08 3.47],0.0,Jaylen Brown,33,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
147,5.88,"(5.02, -7.86, 9.33)",[2.7  1.48 5.39 2.93 2.61],0.0,Al Horford,33,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
82,3.28,"(6.71, -2.92, 7.32)",[4.86 3.62 2.92 5.05 3.33],0.0,Al Horford,35,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
74,2.96,"(1.05, 0.28, 1.09)",[0.05 0.53 0.39 1.05 0.74],0.0,Grant Williams,37,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
93,3.72,"(10.39, 9.05, 13.78)",[6.13 5.39 6.91 4.24 6.27],0.0,Al Horford,38,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
71,2.84,"(3.33, -4.97, 5.98)",[1.02 1.52 1.23 1.77 0.21],0.0,Jaylen Brown,39,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
53,2.12,"(12.42, 4.51, 13.21)",[7.85 8.77 6.98 7.15 6.25],0.0,Al Horford,40,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
168,6.72,"(-3.48, -9.27, 9.9)",[-3.76 -2.7  -2.55 -4.45 -4.45],0.0,Jayson Tatum,40,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
97,3.88,"(10.54, -12.5, 16.35)",[6.64 1.61 5.15 8.32 2.43],0.0,Jaylen Brown,41,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
95,3.8,"(5.38, 3.42, 6.38)",[0.86 1.34 0.95 3.73 3.27],0.0,Marcus Smart,42,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
129,5.16,"(1.8, -2.37, 2.98)",[-0.42 -1.28 -0.16  0.63  0.24],0.0,Al Horford,42,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
70,2.8,"(1.03, 0.65, 1.22)",[ 0.37  0.27  0.02  0.61 -0.12],0.0,Al Horford,43,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
60,2.4,"(1.21, -3.47, 3.67)",[-1.62 -1.23  0.45 -0.95 -0.64],0.0,Jayson Tatum,46,REB,shot,1.0,79.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
27,1.08,"(4.11, -5.07, 6.53)",[2.49 2.13 2.59 2.53 2.33],0.0,Jayson Tatum,47,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
129,5.16,"(4.0, 0.17, 4.0)",[3.39 3.3  3.13 3.4  3.35],0.0,Jaylen Brown,47,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
169,6.76,"(9.67, -12.21, 15.58)",[11.59 10.72 11.4   6.62  7.69],1.0,Marcus Smart,48,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
142,5.68,"(-5.17, 6.96, 8.67)",[-6.64 -7.19 -6.41 -7.5  -4.85],0.0,Al Horford,49,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
21,0.84,"(4.91, 4.41, 6.6)",[3.56 2.86 1.83 2.82 3.61],1.0,Robert Williams III,52,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
45,1.8,"(1.27, 0.37, 1.32)",[0.29 0.37 0.07 0.54 0.8 ],0.0,Grant Williams,52,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
140,5.6,"(8.05, -7.68, 11.13)",[6.89 6.83 7.79 8.1  6.34],0.0,Payton Pritchard,52,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
143,5.72,"(0.34, 18.25, 18.25)",[-0.48 -1.97 -0.95  0.05  0.17],0.0,Jaylen Brown,53,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
174,6.96,"(-3.16, -14.33, 14.67)",[-2.76 -3.84 -3.65 -4.51 -2.04],0.0,Marcus Smart,53,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
61,2.44,"(10.8, 11.04, 15.44)",[ 9.24  6.18  5.04 15.53  4.44],1.0,Al Horford,54,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
191,7.64,"(nan, nan, nan)",,,Derrick White,54,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
70,2.8,"(14.49, 0.0, 14.49)",[ 6.58  8.99 14.9  10.81  8.52],0.0,Al Horford,55,REB,shot,1.0,41.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
188,7.52,"(5.34, -0.83, 5.4)",[5.06 4.58 5.41 4.98 4.45],1.0,Al Horford,56,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
98,3.92,"(8.05, -23.36, 24.71)",[-3.8   0.34  2.14  5.69  2.83],0.0,Marcus Smart,58,REB,shot,2.0,2.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
138,5.52,"(0.84, 9.42, 9.46)",[-1.2   1.23  0.66 -0.58  0.87],0.0,Marcus Smart,59,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
13,0.52,"(-0.59, 0.04, 0.59)",[-1.09 -1.2  -1.65 -1.47 -1.22],0.0,Robert Williams III,60,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
125,5.0,"(4.63, 9.36, 10.44)",[3.48 2.99 2.82 3.06 2.74],0.0,Jaylen Brown,60,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
154,6.16,"(12.53, -9.28, 15.59)",[12.93 10.36  7.61 10.68 10.25],1.0,Jayson Tatum,60,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
169,6.76,"(3.53, -8.38, 9.09)",[5.21 2.14 0.92 2.49 1.75],3.0,Marcus Smart,60,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
28,1.12,"(2.02, 2.1, 2.91)",[0.77 1.79 0.98 1.39 1.47],1.0,Al Horford,61,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
189,7.56,"(-3.19, -0.18, 3.2)",[-2.86 -2.57 -3.26 -3.34 -3.65],0.0,Jaylen Brown,61,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
32,1.28,"(4.43, 5.84, 7.33)",[1.47 1.94 1.09 1.39 1.  ],0.0,Al Horford,62,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
144,5.76,"(-8.23, -2.0, 8.47)",[ -7.87 -10.16  -6.08  -8.34  -8.21],0.0,Jaylen Brown,62,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
167,6.68,"(5.39, 6.91, 8.76)",[6.12 4.54 5.61 5.43 6.96],2.0,Al Horford,62,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
178,7.12,"(nan, nan, nan)",,,Jayson Tatum,62,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
84,3.36,"(25.94, 4.25, 26.29)",[23.06 21.25 19.37 20.86 19.15],4.0,Jaylen Brown,63,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
65,2.6,"(9.57, 3.41, 10.16)",[6.5  5.67 7.86 5.86 6.74],1.0,Marcus Smart,64,REB,shot,1.0,1.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
104,4.16,"(-5.85, -9.23, 10.93)",[-7.49 -7.03 -5.94 -8.81 -6.92],0.0,Jayson Tatum,64,REB,shot,1.0,1.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
101,4.04,"(19.73, -6.23, 20.69)",[21.54 13.12 15.81 18.83 16.25],3.0,Al Horford,66,REB,shot,2.0,6.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
41,1.64,"(6.07, -3.81, 7.17)",[2.78 3.07 2.62 3.58 3.14],0.0,Jayson Tatum,67,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
114,4.56,"(3.54, 10.35, 10.94)",[1.95 2.43 1.69 2.8  0.73],0.0,Jaylen Brown,68,REB,turnover,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
151,6.04,"(8.29, -1.5, 8.42)",[8.57 7.34 6.82 7.85 7.1 ],2.0,Marcus Smart,68,REB,turnover,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
182,7.28,"(nan, nan, nan)",,,Jayson Tatum,68,REB,turnover,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
23,0.92,"(5.96, -3.54, 6.93)",[2.58 4.4  3.81 5.39 4.5 ],1.0,Al Horford,69,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
145,5.8,"(7.79, 17.16, 18.85)",[7.06 7.82 9.41 3.6  7.57],2.0,Jaylen Brown,69,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
191,7.64,"(nan, nan, nan)",,,Jayson Tatum,69,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
43,1.72,"(1.39, -2.98, 3.29)",[ 0.43  0.09  0.03 -0.32  0.5 ],0.0,Grant Williams,70,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
79,3.16,"(6.71, 16.35, 17.67)",[-3.87 -0.56 -1.7  -3.43 -4.4 ],0.0,Marcus Smart,70,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
108,4.32,"(9.97, 4.31, 10.86)",[5.61 8.59 7.03 6.12 4.55],0.0,Grant Williams,70,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,9f9f8793-d8c4-4e27-b2fc-432698b7bc50
